**absq	**bar	**beat	**b7	**b7	**b7
0	1	1	26	33	0
8	2	1	26	33	0
12	2	3	26	33	0
16	3	1	28	33	0
22	3	4	-28	32	0
23	3	4.5	-28	31	0
24	4	1	-28	30	0
28	4	3	-28	30	0
32	5	1	30	32	0
36	5	3	30	32	0
40	6	1	29	31	0
46	6	4	28	29	0
47	6	4.5	27	-29	0
48	7	1	26	31	0
52	7	3	-26	30	0
56	8	1	25	-30	0
58	8	2	-25	29	0
60	8	3	24	29	0
64	9	1	23	-29	0
68	9	3	-23	28	0
72	10	1	22	29	33
78	10	4	21	-29	-33
79	10	4.5	20	-29	-33
80	11	1	19	0	33
84	11	3	-19	0	33
88	12	1	0	31	33
94	12	4	0	30	32
95	12	4.5	0	29	31
96	13	1	0	28	30
100	13	3	0	-28	30
102	13	4	0	29	-30
104	14	1	0	30	32
108	14	3	0	-30	33
110	14	4	0	29	-33
111	14	4.5	0	28	-33
112	15	1	0	29	34
116	15	3	0	30	35
120	16	1	0	29	36
122	16	2	0	31	-36
126	16	4	0	30	35
128	17	1	0	29	34
130	17	2	0	28	33
132	17	3	0	27	32
136	18	1	22	26	0
140	18	3	-22	-26	33
144	19	1	-22	29	31
148	19	3	20	-29	29
150	19	4	-20	27	-29
152	20	1	19	28	30
156	20	3	-19	26	-30
160	21	1	0	27	29
164	21	3	0	28	33
168	22	1	0	29	34
172	22	3	19	30	35
176	23	1	20	29	36
180	23	3	21	33	37
184	24	1	22	-33	38
188	24	3	-22	33	38
192	25	1	0	31	38
196	25	3	0	32	37
200	26	1	25	-32	36
204	26	3	-25	34	-36
206	26	4	-25	-34	35
207	26	4.5	-25	-34	34
208	27	1	26	33	35
214	27	4	-26	32	-35
215	27	4.5	-26	31	-35
216	28	1	28	30	-35
218	28	2	-28	31	-35
219	28	2.5	29	-31	-35
220	28	3	30	30	-35
222	28	4	31	33	-35
225	29	1.5	30	-33	0
226	29	2	29	31	0
228	29	3	28	30	0
231	29	4.5	27	-30	0
232	30	1	29	29	0
236	30	3	26	30	35
240	31	1	-26	31	36
242	31	2	25	-31	-36
243	31	2.5	24	-31	-36
244	31	3	23	32	37
248	32	1	22	33	38
252	32	3	-22	33	-38
254	32	4	21	-33	37
255	32	4.5	20	-33	36
256	33	1	19	-33	35
258	33	2	-19	32	-35
259	33	2.5	-19	31	-35
260	33	3	-19	30	-35
264	34	1	26	30	35
268	34	3	28	30	35
272	35	1	27	31	36
278	35	4	-27	30	-36
279	35	4.5	-27	29	-36
280	36	1	26	28	37
284	36	3	-26	35	-37
288	37	1	0	34	36
290	37	2	0	33	-36
292	37	3	26	33	35
296	38	1	23	-33	34
300	38	3	-23	32	-34
304	39	1	24	33	33
308	39	3	22	31	-33
310	39	4	-22	29	-33
314	40	2	19	28	-33
316	40	3	20	29	-33
318	40	4	21	30	-33
320	41	1	22	31	-33
322	41	2	23	30	-33
324	41	3	19	28	-33
328	42	1	26	33	0
334	42	4	27	-33	0
336	43	1	28	32	0
340	43	3	29	31	0
344	44	1	28	30	0
347	44	2.5	-28	31	0
348	44	3	-28	32	0
350	44	4	26	33	0
352	45	1	-26	34	0
354	45	2	-26	35	0
356	45	3	24	-35	0
358	45	4	-24	33	0
360	46	1	26	34	0
361	46	1.5	-26	33	0
362	46	2	-26	32	0
363	46	2.5	-26	31	0
364	46	3	25	30	0
367	46	4.5	-25	29	0
368	47	1	24	31	35
376	48	1	27	0	36
380	48	3	27	0	36
384	49	1	26	35	35
388	49	3	24	-35	33
392	50	1	0	36	34
396	50	3	25	36	34
400	51	1	26	35	33
404	51	3	-26	33	31
408	52	1	25	34	32
412	52	3	23	34	-32
416	53	1	24	33	31
420	53	3	-24	35	-31
422	53	4	-24	-35	30
423	53	4.5	-24	-35	29
424	54	1	-24	-35	28
426	54	2	-24	34	-28
427	54	2.5	-24	33	-28
428	54	3	23	32	0
432	55	1	0	31	35
436	55	3	24	-31	-35
440	56	1	-24	31	33
444	56	3	-24	-31	33
448	57	1	-24	29	31
452	57	3	22	29	-31
456	58	1	19	28	30
462	58	4	-19	-28	31
464	59	1	0	28	32
468	59	3	0	31	33
472	60	1	19	30	32
474	60	2	-19	29	31
476	60	3	-19	-29	30
478	60	4	-19	28	-30
480	61	1	22	29	0
484	61	3	-22	-29	29
488	62	1	-22	27	-29
492	62	3	-22	26	31
496	63	1	-22	29	-31
498	63	2	-22	-29	32
500	63	3	-22	-29	33
504	64	1	20	-29	-33
506	64	2	-20	-29	34
508	64	3	19	28	35
512	65	1	21	30	-35
514	65	2	-21	-30	34
516	65	3	-21	-30	32
520	66	1	23	28	-32
522	66	2	-23	-28	33
524	66	3	-23	29	34
526	66	4	-23	30	35
528	67	1	22	31	36
530	67	2	-22	29	-36
534	67	4	-22	31	35
536	68	1	26	-31	33
538	68	2	-26	30	32
540	68	3	-26	-30	35
542	68	4	-26	28	-35
544	69	1	23	29	34
546	69	2	-23	26	33
548	69	3	-23	27	-33
550	69	4	-23	-27	32
552	70	1	19	26	33
560	71	1	26	33	0
568	72	1	26	33	0
572	72	3	26	33	0
576	73	1	28	33	0
582	73	4	-28	32	0
583	73	4.5	-28	31	0
584	74	1	-28	30	0
588	74	3	-28	30	0
592	75	1	30	32	0
596	75	3	30	32	0
600	76	1	29	31	0
606	76	4	28	29	0
607	76	4.5	27	-29	0
608	77	1	26	31	0
612	77	3	-26	30	0
616	78	1	25	-30	0
618	78	2	-25	29	0
620	78	3	24	29	0
624	79	1	23	-29	0
628	79	3	-23	28	0
632	80	1	22	29	33
638	80	4	21	-29	-33
639	80	4.5	20	-29	-33
640	81	1	19	0	33
644	81	3	-19	0	33
648	82	1	0	31	33
654	82	4	0	30	32
655	82	4.5	0	29	31
656	83	1	0	28	30
660	83	3	0	-28	30
662	83	4	0	29	-30
664	84	1	0	30	32
668	84	3	0	-30	33
670	84	4	0	29	-33
671	84	4.5	0	28	-33
672	85	1	0	29	34
676	85	3	0	30	35
680	86	1	0	29	36
682	86	2	0	31	-36
686	86	4	0	30	35
688	87	1	0	29	34
690	87	2	0	28	33
692	87	3	0	27	32
696	88	1	22	26	0
700	88	3	-22	-26	33
704	89	1	-22	29	31
708	89	3	20	-29	29
710	89	4	-20	27	-29
712	90	1	19	28	30
